road,id,model_type,name,lat,lon,length,condition,lrp,ZONE,NEWFIELD1,AFFECTED
N2,2000727,bridge,batapur,24.580791,91.5980969,3,A,LRP181a,I,D,
N2,2000731,bridge,Batapur Bridge (2 bridges at crossing),24.5849719,91.59972185,35,A,LRP181d,I,D,
N2,2000943,bridge,HATIM PARA (2 bridges at crossing),24.9068333,91.9244993,12,A,LRP236a,I,D,
N2,2000981,bridge,THAKURRAMATI BOX CULVERT,24.9488608,92.0035833,3,A,LRP245a,I,D,
N2,2000984,bridge,THAKURAMATI BOX CULVERT,24.951875,92.0073611,9,A,LRP246a,I,D,
N2,2000987,bridge,SHIK NAGAR,24.9565278,92.0110278,4,A,LRP246c,I,D,
N2,2000991,bridge,KHAN BAGAN,24.96325,92.0188604,6,A,LRP247b,I,D,
N2,2000994,bridge,PANI CHARA,24.9645278,92.024166,9,A,LRP248a,I,D,
N2,2000997,bridge,OMON PUR,24.972666,92.0328327,7,A,LRP249a,I,D,
N2,2001000,bridge,OMON PUR,24.9750271,92.0346663,3,A,LRP250a,I,D,
N2,2001003,bridge,HORIPUR,24.9832216,92.037833,4,A,LRP251a,I,D,
N2,2001006,bridge,HORIPUR (2 bridges at crossing),24.98990245,92.042583,91,A,LRP252a,I,D,
N2,2001064,bridge,LAMAPARA BRIGE (2 bridges at crossing),25.12973545,92.1196382,26,A,LRP270a,I,D,
N2,2001067,bridge,Chuna Hati Bridge (2 bridges at crossing),25.13174935,92.12037435,22,A,LRP270c,I,D,
N2,2001071,bridge,Ching Gil Bridge (2 bridges at crossing),25.13864236,92.11997014,79,A,LRP271a,I,D,
N2,2001104,bridge,Noljuri Bridge (2 bridges at crossing),25.1771521,92.05569445,40,A,LRP280a,I,D,
N2,2001108,bridge,NOLJURI (2 bridges at crossing),25.17631875,92.0540972,24,A,LRP281a,I,D,
N204,6000025,bridge,20 NOVEMBER AMTOLI,24.1241104,91.4126111,10,B,LRP009b,I,D,
N204,6000038,bridge,CHANTRI CHARA CULVERTR,24.1274438,91.4520556,6,A,LRP014a,I,D,
N204,6000043,bridge,CHANDRI CULVERT,24.1279438,91.4640278,2,A,LRP016a,I,D,
N204,6000050,bridge,Ram Bhanga Bridge,24.13486599,91.47721465,50,A,LRP017b,I,D,
N204,6000055,bridge,RAMAGANJA CULVERT,24.1387774,91.4803604,9,B,LRP018a,I,D,
N204,6000057,bridge,LABONGO GIRDER BRIDGE,24.1420552,91.4829577,40,A,LRP018b,I,D,
N204,6000060,bridge,CHANDRI CULVERT (2 bridges at crossing),24.14440245,91.4833886,2,A,LRP018d,I,D,
N207,7000025,bridge,DHLKI BOX CULVERT,24.2949441,91.5846663,19,C,LRP008a,I,D,
N208,8000067,bridge,UDNACHARA BRIDGE (2 bridges at crossing),24.5579028,91.88222155,22,A,LRP019a,I,D,
N208,8000071,bridge,Kuchimora Bridge,24.568291,91.88604135,39,A,LRP020a,I,D,
N208,8000074,bridge,TAI JURI BOX CULVERT,24.5719993,91.8884441,14,B,LRP020c,I,D,
N208,8000086,bridge,GOYESPUR,24.5958052,91.898583,10,A,LRP023b,I,D,
N208,8000095,bridge,CHAN BAG CULVERT,24.61181945,91.90498615,3,B,LRP025b,I,D,
N208,8000101,bridge,MOTOP PUR BRIDGE (2 bridges at crossing),24.623416,91.9078056,30,A,LRP026b,I,D,
N208,8000104,bridge,MOTOP PUR BRIDGE (2 bridges at crossing),24.62486045,91.9081389,30,A,LRP027a,I,D,
N208,8000107,bridge,RAJAPUR BOX CULVERT,24.6281938,91.9090556,4,A,LRP027c,I,D,
N208,8000109,bridge,RAJAPUR BOX CULVERT,24.6302216,91.9096111,3,A,LRP027d,I,D,
N208,8000120,bridge,Bridge start,24.6449858,91.91681875,0,B,LRP029c,I,D,
N208,8000126,bridge,Mirzapur box culvert,24.6543056,91.9239716,6,A,LRP030c,I,D,
N104,4000108,bridge,Bridge start,22.87669375,91.0968469,0,B,LRP043c,III,D,
N104,4000113,bridge,TOWN HALL MORE CULVERT,22.87139802,91.09690368,1,C,LRP044b,III,D,
N104,4000115,bridge,TOWN HALL MORE CULVERT,22.87070765,91.0968886,1,C,LRP044c,III,D,
N104,4000118,bridge,BOXSI MAZIR BOX CULVERT,22.8674438,91.0969719,6,A,LRP044e,III,D,
N104,4000124,bridge,POKIR PUR BOX CULVERT,22.861,91.0962497,4,B,LRP045d,III,D,
N2,2000248,bridge,Sonarampur Bridge (2 bridges at crossing),24.03802745,91.0244993,80,C,LRP076a,II,C,
N2,2000252,bridge,SUNSRAMPUR CULVERT,24.0386941,91.0281938,3,A,LRP077a,II,C,
N2,2000263,bridge,BATHTOLA-2 BOX CULVERT,24.044833,91.0677771,10,A,LRP081b,II,C,
N2,2000284,bridge,Bridge start,24.055875,91.1379719,0,B,LRP089a,II,C,
N2,2000288,bridge,BARIUSA RCC GIDER BRIDGE (2 bridges at crossing),24.0549583,91.14529135,43,C,LRP090a,II,C,
N2,2000292,bridge,Bridge start,24.0542222,91.1506111,0,B,LRP091a,II,C,
N2,2000297,bridge,BARURA BOX CULVERT,24.05240275,91.1662361,12,A,LRP092b,II,C,
N2,2000303,bridge,Chatol Bridge (2 bridges at crossing),24.045333,91.17723545,27,A,LRP094a,II,C,
N2,2000314,bridge,RAMPUR P C GIRDER BRIDGE (2 bridges at crossing),24.0429997,91.2045,64,C,LRP097a,II,C,
N2,2000320,bridge,Khilsima Bridge,24.04202745,91.214,27,C,LRP098a,II,C,
N2,2000324,bridge,Bridge start,24.04438855,91.2215132,0,B,LRP099a,II,C,
N102,3000202,bridge,MODINAGOR RCC GIDER BRIDGE,23.87495765,91.14093025,27,B,LRP060,II,C,
N102,3000211,bridge,Bridge start,23.8947358,91.130041,0,B,LRP063a,II,C,
N102,3000216,bridge,Bridge start,23.9058611,91.12577715,0,B,LRP064b,II,C,
N102,3000248,bridge,Bridge Start,24.00177775,91.10956945,0,B,LRP077a,II,C,
N1,1000212,bridge,TIPRA BAZAR BOX CULVERT,23.4793327,91.1234716,1,A,LRP084b,II,A,
N1,1000220,bridge,Bridge start,23.4487358,91.14719415,0,B,LRP089a,II,A,
N1,1000228,bridge,Bridge start,23.42349935,91.163125,0,B,LRP093a,II,A,
N1,1000235,bridge,Bridge start,23.41308335,91.1847913,0,B,LRP095a,II,A,
N1,1000243,bridge,Bridge start,23.4036528,91.21772155,0,B,LRP099a,II,A,
N1,1000252,bridge,Bridge start,23.37786045,91.2404441,0,B,LRP102a,II,A,
N1,1000259,bridge,Bridge start,23.35854165,91.25329165,0,B,LRP105a,II,A,
N1,1000266,bridge,Bridge start,23.33587465,91.2701799,0,B,LRP108a,II,A,
N1,1000283,bridge,Bridge start,23.29602745,91.29151355,0,B,LRP113a,II,A,
N1,1000319,bridge,BOSONTA PUR BOX CULVERT,23.18665245,91.3212632,6,C,LRP126a,II,A,
N1,1000342,bridge,FOKIR BAZAR SLAB CULVERT,23.1193049,91.3329993,4,B,LRP134a,II,A,
N2,2000356,bridge,Bridge start,24.10704165,91.29998595,0,B,LRP110a,II,A,
N2,2000360,bridge,Bridge start,24.1122778,91.30495835,0,B,LRP111a,II,A,
N2,2000366,bridge,Bridge start,24.12693751,91.31902062,0,B,LRP113a,I,A,
N2,2000370,bridge,Bridge start,24.1358052,91.3235132,0,B,LRP114a,I,A,
N2,2000374,bridge,Bridge start,24.14177745,91.3270688,0,B,LRP115a,I,A,
N2,2000378,bridge,Bridge start,24.14491635,91.3367219,0,B,LRP116a,I,A,
N2,2000388,bridge,JAGADISHPUR 2 BOX CULVERT,24.15425,91.3487774,4,A,LRP118a,I,A,
N2,2000391,bridge,BELGOR CULVERT,24.1592222,91.3489163,2,A,LRP118c,I,A,
N2,2000396,bridge,NARAONPUR CULVERT,24.1655278,91.3490274,8,A,LRP119b,I,A,
N2,2000399,bridge,ITAKHOLA BOX CULVERT,24.1700827,91.3490274,3,A,LRP119d,I,A,
N2,2000408,bridge,PATONPUR,24.191083,91.3505278,6,A,LRP122a,I,A,
N2,2000417,bridge,Shapur Bridge (2 bridges at crossing),24.2088889,91.3546944,30,A,LRP124b,I,A,
N2,2000419,bridge,SAHAPUR BOX CULVERT,24.21094445,91.3561111,3,A,LRP124c,I,A,
N2,2000424,bridge,HORI TOLA BOX CULVERT,24.2185827,91.36275,7,A,LRP125b,I,A,
N2,2000429,bridge,SHIBPUR BOX CULVERT,24.223166,91.3647222,8,A,LRP126a,I,A,
N2,2000439,bridge,RIAZ NAGAR BOX CULVERT,24.23987178,91.36895126,2,A,LRP128a,I,A,
N2,2000464,bridge,SATANKONADI BRIDGE,24.27658265,91.4042639,3,A,LRP134a,I,A,
N2,2000491,bridge,Bridge start,24.2708882,91.47883265,0,B,LRP142d,I,A,
N2,2000497,bridge,Bridge start,24.280041,91.48802745,0,B,LRP144a,I,A,
N2,2000501,bridge,BASHINA BOX CULVERT,24.2861663,91.4980552,2,C,LRP145a,I,A,
N2,2000508,bridge,MIRPUR BOX CULVERT,24.2978886,91.5111944,17,A,LRP147a,I,A,
N2,2000510,bridge,MIRPUR BOX CULVERT,24.3004444,91.5119444,2,A,LRP147b,I,A,
N2,2000520,bridge,Bridge start,24.32269375,91.53011045,0,B,LRP150b,I,A,
N2,2000526,bridge,JANJJALIA,24.3336663,91.5334997,1,A,LRP152a,I,A,
N2,2000528,bridge,JANNJALIA,24.3367497,91.5336108,4,A,LRP152b,I,A,
N2,2000531,bridge,KABIR PUR,24.340333,91.5342497,11,A,LRP152d,I,A,
N2,2000534,bridge,ISLAMABAD,24.3429719,91.5348052,3,A,LRP153a,I,A,
N2,2000536,bridge,KABIR PUR CULVERT,24.3459719,91.535333,2,A,LRP153b,I,A,
N2,2000540,bridge,CHALTA BOX CULVERT,24.35368055,91.5381941,3,A,LRP154a,I,A,
N2,2000547,bridge,Bridge start,24.36826325,91.54462465,0,B,LRP156a,I,A,
N2,2000553,bridge,Bridge start,24.38201325,91.5514028,0,B,LRP157b,I,A,
N2,2000557,bridge,SHOURATUL,24.39025233,91.55708279,8,A,LRP158a,I,A,
N2,2000945,bridge,KHASIM RLAQAR,24.9069444,91.930416,6,A,LRP236b,I,A,
N2,2000948,bridge,Khadim Nagar Bridge (2 bridges at crossing),24.9132778,91.93665245,12,A,LRP237a,I,A,
N2,2000952,bridge,Khadem Nagar Bridge (2 bridges at crossing),24.91525,91.94788855,15,B,LRP238a,I,A,
N2,2000955,bridge,KASIM NAGAR,24.9157778,91.9473608,3,A,LRP238c,I,A,
N2,2000960,bridge,HATIMA BOX CULVERT,24.9197493,91.9585278,14,A,LRP240a,I,A,
N2,2000962,bridge,PORGONA BAZAR BOX CULVERT,24.921166,91.9611389,6,A,LRP240b,I,A,
N2,2000965,bridge,PILOR CHAK BOX CULVERT,24.92949935,91.9708327,12,B,LRP241a,I,A,
N2,2000968,bridge,HAGIVILA BOX CULVERT,24.9305827,91.9725549,3,A,LRP241c,I,A,
N2,2000971,bridge,BOTESSOR BOX CULVERT,24.9342219,91.9789716,3,A,LRP242a,I,A,
N2,2000974,bridge,PULI BOX CULVERT,24.93677745,91.983958,6,A,LRP243a,I,A,
N2,2000977,bridge,BOTESSOR BOX CULVERT,24.9389997,91.9905274,9,A,LRP243c,I,A,
N2,2001075,bridge,Mukterpur Bridge (2 bridges at crossing),25.1409441,92.1197771,14,A,LRP272a,I,A,
N2,2001079,bridge,Bilay More Bridge (2 bridges at crossing),25.15037181,92.11239825,64,A,LRP273a,I,A,
N2,2001083,bridge,RANG PANI STEEL BEAM AND RCC SLAB (2 bridges at crossing),25.15244445,92.10843055,48,A,LRP274a,I,A,
N2,2001086,bridge,Rang Pasi Bridge (2 bridges at crossing),25.15375,92.10727775,17,A,LRP274c,I,A,
N2,2001089,bridge,RANG PASI (2 bridges at crossing),25.1548194,92.10554165,38,B,LRP274e,I,A,
N2,2001093,bridge,Bangla Bazar Bridge (3 bridges at crossing),25.1591667,92.09986095,81,A,LRP275a,I,A,
N2,2001097,bridge,ASUM BAZAR (2 bridges at crossing),25.16470835,92.0959302,37,A,LRP276a,I,A,
N2,2001117,bridge,bridge 241,25.1719438,92.0199716,40,A,LRP285a,I,A,
N2,2001119,bridge,bridge 242,25.1710827,92.0188049,5,A,LRP285b,I,A,
N204,6000002,bridge,JOGIDISH PUR TEMORIA,24.1483608,91.3513889,4,C,LRPSa,I,A,
N204,6000005,bridge,Telaria Chara Bridge (2 bridges at crossing),24.14587465,91.3513056,40,A,LRP001a,I,A,
N204,6000008,bridge,UTTOR SUMA BRIDGE,24.1439997,91.3511667,4,C,LRP001c,I,A,
N204,6000010,bridge,NOYAHADI CULVERT,24.1397774,91.3513333,13,C,LRP001d,I,A,
N204,6000013,bridge,DOKHIR SHURMA CULVERT,24.1369163,91.3516111,10,B,LRP002a,I,A,
N204,6000072,bridge,CHANDPUR STEEL BEAM AND RCC SLAB (2 bridges at crossing),24.173166,91.5020833,39,A,LRP023c,I,A,
N204,6000090,bridge,PICE MILL BOX CULVERT,24.2211938,91.5084722,3,A,LRP030a,I,A,
N204,6000092,bridge,NORPATI BOX CULVERT,24.2274993,91.5060833,3,C,LRP030b,I,A,
N204,6000095,bridge,NORPATI BOX CULVERT,24.2308049,91.5048611,24,C,LRP031a,I,A,
N204,6000100,bridge,DORGAPUR RCC GIDER BRIDGE (2 bridges at crossing),24.25240275,91.49124965,18,A,LRP033a,I,A,
N204,6000106,bridge,NEAR SHAIS TAGAMJ BOX CULVERT,24.2615,91.482416,4,A,LRP035a,I,A,
N207,7000003,bridge,Mirpur Bridge (2 bridges at crossing),24.2975691,91.513625,22,B,LRPSb,I,A,
N207,7000007,bridge,Binagou Bridge (2 bridges at crossing),24.2958469,91.52387435,20,A,LRP001a,I,A,
N207,7000011,bridge,Natun Bazar Bridge (2 bridges at crossing),24.29365245,91.53715245,30,B,LRP002a,I,A,
N207,7000016,bridge,Karangi Bridge (2 bridges at crossing),24.292958,91.54656915,38,B,LRP003a,I,A,
N1,1000042,bridge,Langalbandhu bridge,23.65870835,90.57036045,0,B,LRP016b,II,,
N1,1001417,bridge,LAMBA BIL BOX,21.1053611,92.2073889,1,C,LRP435a,II,,
N2,2000217,bridge,OLD BRAMMAPULRA,24.05733335,90.96331945,429,C,LRP069a,II,,
N2,2000306,bridge,Bridge start,24.0428052,91.1804577,0,B,LRP094c,II,,
N2,2000997,bridge,OMON PUR,24.972666,92.0328327,7,A,LRP249a,I,,
N2,2001060,bridge,Boro Gung Bridge (2 bridges at crossing),25.1256382,92.11630555,88,A,LRP269a,I,,
N2,2001125,bridge,Bridge start,25.16115275,92.0173049,0,B,LRP287a,I,,
N1,1000061,bridge,SHADIPUR BOX CULVERT,23.633833,90.59736075,10,B,LRP020b,II,C,
N2,2000065,bridge,RAINADI BOX CULVERT,23.8548333,90.6585556,4,A,LRP024b,II,C,
N2,2000068,bridge,KANDA PARA BOX CULVERT,23.8544722,90.6635,4,A,LRP025a,II,C,
N2,2000070,bridge,NAWPARA BOX CULVERT,23.8539167,90.6673049,2,A,LRP025b,II,C,
N2,2000077,bridge,KURIRPARA BOX CULVERT,23.8774438,90.6666389,2,A,LRP029a,II,C,
N2,2000079,bridge,CHAITABOR BOX CULVERT,23.8818882,90.6665556,2,A,LRP029b,II,C,
N2,2000084,bridge,Panchdona Bridge (2 bridges at crossing),23.89365245,90.6669299,32,A,LRP031a,II,C,
N2,2000087,bridge,BOLTIRISH KANE CULVERT,23.8943052,90.6717771,3,B,LRP031c,II,C,
N2,2000090,bridge,SHIKANDI BOX CULVERT,23.8950552,90.6740827,2,C,LRP032a,II,C,
N2,2000093,bridge,UTTAR BAYANDA CULVERT,23.9048611,90.6851386,4,A,LRP033a,II,C,
N2,2000100,bridge,BAGDI BOX CULVERT,23.921666,90.6968886,13,A,LRP035b,II,C,
N2,2000103,bridge,BAGDI - 2 CULVERT,23.924166,90.699083,3,A,LRP036a,II,C,
N2,2000106,bridge,BASAIL BRIDGE OVER ROAD (2 bridges at crossing),23.9308188,90.70466665,25,A,LRP037a,II,C,
N2,2000110,bridge,Bala Nagar Bridge (2 bridges at crossing),23.9393469,90.7100139,61,A,LRP038a,II,C,
N2,2000128,bridge,ITAKHOLA CULVERT,23.977916,90.7312771,2,A,LRP043a,II,C,
N2,2000139,bridge,Simbi Bridge (2 bridges at crossing),23.9939441,90.75952775,96,A,LRP046a,II,C,
N2,2000175,bridge,BRIDE OVER ARIAL RCC GIDER BRIDGE (2 bridges at crossing),24.047333,90.86272225,140,C,LRP058a,II,C,
N2,2000178,bridge,SHIBPUR RCC GIDER BRIDGE (2 bridges at crossing),24.0485413,90.8642639,39,A,LRP058c,II,C,
N2,2000185,bridge,Khamachor Bridge (2 bridges at crossing),24.0514722,90.87436045,40,A,LRP060a,II,C,
N2,2000192,bridge,Noya Kandi Bridge (2 bridges at crossing),24.05293055,90.89891635,14,A,LRP062a,II,C,
N2,2000196,bridge,Patila Dua Bridge (2 bridges at crossing),24.0533056,90.90361115,13,A,LRP063a,II,C,
N2,2000202,bridge,NARAYAN PUR RCC GIDER BRIDGE (2 bridges at crossing),24.0547222,90.92137435,12,A,LRP064c,II,C,
N102,3000084,bridge,YOUSUF PUR BRIDGE (2 bridges at crossing),23.67124935,91.0020694,29,B,LRP030a,II,C,
N102,3000090,bridge,USUP - PUR BOX CULVERT,23.6780549,91.01269445,13,C,LRP031c,II,C,
N102,3000096,bridge,NAYAPARA BOX CULVERT,23.6841108,91.02174935,9,C,LRP033a,II,C,
N102,3000099,bridge,SHALGANG BOX CULVERT,23.68591635,91.02649935,9,A,LRP033c,II,C,
N104,4000051,bridge,Bridge start,22.95768055,91.23206875,0,B,LRP022a,III,C,
N104,4000076,bridge,Bridge start,22.9459997,91.12334655,0,B,LRP034b,III,C,
N104,4000083,bridge,Bridge start,22.9446802,91.1097639,0,B,LRP035a,III,C,
N104,4000091,bridge,CONTRACTOR MOSJIDE BOX CULNERT,22.9360274,91.1042222,6,A,LRP037a,III,C,
N104,4000095,bridge,AKLASPUR CULVERT,22.92261045,91.10269445,3,B,LRP038a,III,C,
N1,1000067,bridge,Bridge start,23.62336045,90.6061111,0,B,LRP022a,II,B,
N1,1000084,bridge,Bridge end,23.58024935,90.64005525,0,B,LRP028a,II,B,
N1,1000089,bridge,Anarpara Bridge (L) (4 bridges at crossing),23.57199935,90.645208,30,A,LRP029a,II,B,
N1,1000093,bridge,Bridge start,23.56380555,90.6503333,0,B,LRP030a,II,B,
N1,1000096,bridge,Alipur bridge(R) (4 bridges at crossing),23.56031945,90.6543611,27,A,LRP030c,II,B,
N1,1000101,bridge,Bhaber char Bridge(R) (4 bridges at crossing),23.5563333,90.659,30,A,LRP031b,II,B,
N1,1000107,bridge,NOYAPARA,23.5471802,90.66972155,5,A,LRP033a,II,B,
N1,1000132,bridge,Bridge start,23.5293882,90.7515,0,B,LRP042a,II,B,
N1,1000146,bridge,Bridge start,23.5309021,90.80425,0,B,LRP048a,II,B,
N1,1000151,bridge,Bridge start,23.5346941,90.825041,0,B,LRP050a,II,B,
N1,1000161,bridge,Bridge start,23.51320835,90.87047155,0,B,LRP056a,II,B,
N1,1000190,bridge,Bridge start,23.48899965,91.0121389,0,B,LRP072a,II,B,
N2,2000330,bridge,Bridge start,24.05318055,91.24138855,0,B,LRP101a,II,B,
N2,2000346,bridge,KHATABARI CULVERT,24.0850552,91.2836941,10,A,LRP107a,II,B,
N2,2000350,bridge,Bridge start/ Start of Habiganj road Division / Bridge start/ Start of Habiganj road Division,24.0943608,91.2897358,0,B,LRP108a,II,B,
N102,3000020,bridge,RAMPUR,23.5323882,91.0834719,4,C,LRP007a,II,B,
N102,3000023,bridge,Barura Bridge (2 bridges at crossing),23.54224965,91.07419375,18,A,LRP008a,II,B,
N102,3000027,bridge,KONSENOGOR BOX CUL,23.5501111,91.0661389,3,A,LRP009a,II,B,
N102,3000032,bridge,HATAMARA BOX CULVERT.,23.5605,91.0553056,3,A,LRP011a,II,B,
N102,3000044,bridge,BARRA BOX CULVERT,23.5911108,91.0077778,6,C,LRP018a,II,B,
N102,3000057,bridge,Bangl Bari Bridge (2 bridges at crossing),23.6237632,90.97270765,33,A,LRP023a,II,B,
N102,3000062,bridge,Compani Ganj Bridge (2 bridges at crossing),23.6346802,90.970791,114,A,LRP024b,II,B,
N102,3000127,bridge,MURPUR BOX,23.71490275,91.0632639,12,A,LRP038b,II,B,
N102,3000132,bridge,MOKIMPUR RCC GRIDER BRIDGE,23.72208265,91.07209655,17,B,LRP039a,II,B,
N102,3000146,bridge,CHOTICHOIMOHARI RCC GIDER BRIGDE (2 bridges at crossing),23.7555278,91.09827745,46,A,LRP044a,II,B,
N102,3000149,bridge,MIRPUKUR CULVERT,23.75733284,91.1004282,19,B,LRP044c,II,B,
N102,3000155,bridge,Kharer bazar Bridge (2 bridges at crossing),23.76991038,91.11487448,17,A,LRP046a,II,B,
N102,3000163,bridge,MONKASHA RCC GRIDER BRIDGE,23.78448575,91.13315215,16,B,LRP049a,II,B,
N102,3000168,bridge,Saidabad Bridge (2 bridges at crossing),23.79331592,91.14675188,21,A,LRP050b,II,B,
N102,3000194,bridge,AWARON CULVERT,23.86070835,91.1550972,3,B,LRP058a,II,B,
N102,3000199,bridge,Bridge start,23.86638885,91.14793025,0,B,LRP059b,II,B,
N2,2000673,bridge,AUGON BOX CULVERT,24.52137435,91.5895691,4,A,LRP174a,I,B,
N2,2000677,bridge,ANGOOM BOX CUL,24.5248604,91.5916108,1,A,LRP174d,I,B,
N2,2000693,bridge,DHAKA SHAISTAGANG HALIGAN,24.5386941,91.6030556,2,A,LRP176c,I,B,
N2,2000695,bridge,SHADUGHAT,24.5398608,91.6040556,6,A,LRP176d,I,B,
N2,2000697,bridge,SHADARGHAT 1,24.5417219,91.6045278,7,A,LRP176e,I,B,
N2,2000702,bridge,Bizrapar Bridge (2 bridges at crossing),24.54799965,91.6055,140,A,LRP177b,I,B,
N2,2000706,bridge,Bridge start,24.55194445,91.60543055,0,B,LRP178a,I,B,
N2,2000709,bridge,VHARDEV CULVERT,24.5538889,91.605125,2,A,LRP178c,I,B,
N2,2000712,bridge,DHAKA KHATENPASS BRIDGE,24.5565,91.6041667,2,A,LRP178e,I,B,
N2,2000716,bridge,Dhaka Katpass Bridge (2 bridges at crossing),24.5628333,91.60275,22,A,LRP179a,I,B,
N2,2000718,bridge,Bridge start,24.5662639,91.6028333,0,B,LRP179b,I,B,
N2,2000722,bridge,RATUM PUR (3) (2 bridges at crossing),24.57082228,91.60283594,14,A,LRP180a,I,B,
N2,2000744,bridge,Minazpur Bridge,24.60140275,91.6154861,73,A,LRP184a,I,B,
N2,2000752,bridge,SYADPUR,24.6105556,91.6265549,7,A,LRP186a,I,B,
N2,2000757,bridge,Umarpur Bridge (2 bridges at crossing),24.6134722,91.6350691,60,A,LRP186e,I,B,
N2,2000761,bridge,Chaar Nopul (2 bridges at crossing),24.612875,91.64426355,15,A,LRP187a,I,B,
N2,2000767,bridge,Aminnagar Bridge (2 bridges at crossing),24.61699935,91.660125,30,A,LRP189a,I,B,
N2,2000771,bridge,GRAM SHERPUR BRIDGE (2 bridges at crossing),24.6238882,91.67033265,17,A,LRP190a,I,B,
N2,2000778,bridge,Bridge start,24.62995765,91.68033265,0,B,LRP192a,I,B,
N2,2000783,bridge,SHALIPUR BRIDGE (2 bridges at crossing),24.6427219,91.69144415,161,C,LRP194a,I,B,
N2,2000786,bridge,Katen Bridge (2 bridges at crossing),24.64904135,91.69843025,26,A,LRP194c,I,B,
N2,2000796,bridge,Onish Mill Bridge (2 bridges at crossing),24.671291,91.7153889,22,A,LRP198a,I,B,
N2,2000801,bridge,Narkila Bridge (2 bridges at crossing),24.68020765,91.72305485,25,A,LRP199a,I,B,
N2,2000806,bridge,BROMMON GRAM (2 bridges at crossing),24.68654135,91.7243743,24,A,LRP200a,I,B,
N2,2000816,bridge,GOYNAGAT BOXCULVERT,24.7098056,91.7382497,8,A,LRP203a,I,B,
N2,2000820,bridge,TAJPUR BAZAR BOX,24.722916,91.7530556,3,A,LRP205a,I,B,
N2,2000824,bridge,CHANDPUR BOX CULVERT,24.7284993,91.7615,7,A,LRP206a,I,B,
N2,2000826,bridge,SIMMANPUR BOX CULVERT,24.7322493,91.7669438,2,A,LRP206b,I,B,
N2,2000829,bridge,KASIKAPON BOX CULVERT,24.7350274,91.7702216,6,A,LRP207a,I,B,
N2,2000832,bridge,MOHAMMAD PUR CULVERT,24.7436663,91.7768327,2,A,LRP208a,I,B,
N2,2000836,bridge,DAYA MIR BOX CULVERT,24.7522778,91.7813327,2,A,LRP209b,I,B,
N2,2000846,bridge,KURRA BAZR BOX CULVERT,24.7847219,91.7849719,2,A,LRP213a,I,B,
N2,2000848,bridge,KURRZ BAZAR BOX CULVERT,24.7890552,91.7876386,2,A,LRP213b,I,B,
N2,2000851,bridge,AHAMAD NAGAR CULVERT,24.7915274,91.7891108,2,A,LRP214a,I,B,
N2,2000853,bridge,NAZIR BAZAR,24.7961386,91.7895274,12,C,LRP214b,I,B,
N2,2000856,bridge,KUTUB PUR BOX CULVERT,24.8055,91.7906663,2,A,LRP215a,I,B,
N2,2000859,bridge,ROSID PUR,24.8075833,91.7912774,2,A,LRP216a,I,B,
N2,2000862,bridge,ROSID PUR BOX CULVERT,24.8118056,91.7924163,19,A,LRP216c,I,B,
N2,2000867,bridge,LALA BAZAR START,24.8267216,91.813,2,A,LRP219a,I,B,
N2,2000870,bridge,LALA BAZAR (2 bridges at crossing),24.83624965,91.8203049,12,B,LRP220a,I,B,
N2,2000874,bridge,LALA BAZAR,24.8402774,91.8217216,2,A,LRP221a,I,B,
N2,2000877,bridge,LALA BAZAR,24.8484997,91.8255271,3,B,LRP222a,I,B,
N2,2000879,bridge,LALA BAZAR,24.8515556,91.8296104,12,B,LRP222b,I,B,
N2,2000882,bridge,KETLIL CULVERT,24.8584167,91.8384719,3,A,LRP223a,I,B,
N2,2000885,bridge,KETLI 2 CULVERT,24.85925,91.8412497,3,A,LRP224a,I,B,
N2,2000888,bridge,Teli Bazar Bridge,24.861,91.84704135,41,A,LRP224c,I,B,
N2,2000892,bridge,BALIADIKONE CULVERT,24.8635278,91.8519444,2,A,LRP225a,I,B,
N2,2000896,bridge,CHANDRIPUR,24.8681382,91.8601111,2,A,LRP226a,I,B,
N2,2000898,bridge,Daudpur,24.868416,91.8613611,2,A,LRP226b,I,B,
N2,2000902,bridge,FIRUSPUR (2),24.8740271,91.8677493,2,B,LRP227a,I,B,
N2,2000905,bridge,SYHAT RAIL LINE OVER BRIDGE (2 bridges at crossing),24.8772216,91.87362435,21,A,LRP228a,I,B,
N2,2000910,bridge,KADAMTALY CULVERT,24.878666,91.8771382,10,A,LRP229a,I,B,
N2,2000912,bridge,SHAHJALAL BRIDGE (2 bridges at crossing),24.88147155,91.87897155,298,B,LRP229b,I,B,
N2,2001010,bridge,Korish Bridge (2 bridges at crossing),25.00193055,92.0481108,82,B,LRP253a,I,B,
N2,2001015,bridge,SALI RCC GIDER BRIDGE (2 bridges at crossing),25.0142222,92.0613889,36,B,LRP255a,I,B,
N2,2001020,bridge,GOYALI RCC GIDER BRIDGE (2 bridges at crossing),25.02923545,92.0719299,37,B,LRP257a,I,B,
N2,2001024,bridge,DAMRI RCC GIDER BRIDGE (2 bridges at crossing),25.03738855,92.0836108,56,A,LRP258a,I,B,
N2,2001029,bridge,DIGIR PAR,25.0478886,92.0959441,12,A,LRP260a,I,B,
N2,2001032,bridge,DAMA BOX CULVERT,25.05306974,92.10166863,6,A,LRP261a,I,B,
N2,2001034,bridge,SRIKAL BOX CULVERT,25.0551111,92.1038889,9,A,LRP261b,I,B,
N2,2001037,bridge,borbos bazer,25.0588056,92.1061389,9,A,LRP262a,I,B,
